author,mbti,introverted,intuitive,thinking,perceiving,gender,age,enneagram,country,state,type,agreeableness,openness,conscientiousness,extraversion,neuroticism,is_description,is_percentile,is_score,contains_details,num_comments,en_comments,en_comments_percentage,region,continent,country_code,enneagram_type,enneagram_wing,is_native_english_country,predicted_test,test_name,test_scale,16pers_ta,test_result_type,is_female,is_female_pred,is_female_proba
monotone_kid,,,,,,,25.0,,,,description,50.0,85.0,15.0,50.0,85.0,1.0,,,1.0,99,99,100.0,,,,,,,1.0,understand myself,percentiles,,description,,0,0.2229758607309896
moochermaul,,,,,,,,,,,percentiles,0.0,96.0,95.0,10.0,29.0,,1,,1.0,2,2,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.1747807165799482
moonfever,,,,,,,30.0,,canada,,percentiles,54.0,63.0,38.0,6.0,85.0,,1,,,2328,2249,96.60652921,,north america,ca,,,1.0,0.0,personality assessor,percentiles,,percentiles,,1,0.9913699358928144
mrchamphugeballs,,,,,,,,,,,percentiles,4.0,71.0,23.0,31.0,91.0,,1,,1.0,14,14,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.1697198986324276
mrgriffin88,,,,,,m,30.0,,,,scores,78.0,58.0,83.0,53.0,38.0,,,1.0,0.0,3260,3083,94.57055215,,,,,,,1.0,ipip120,percentiles,,percentiles,0.0,0,0.07994059220282178
mu_bit,,,,,,,,,,,percentiles,9.0,37.0,7.0,37.0,96.0,,1,,1.0,9,9,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.29158932563270656
my_milkshake,,,,,,m,27.0,,,,percentiles,11.0,87.0,10.0,66.0,13.0,,1,,1.0,140,136,97.14285714,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.03885901076638471
myhy_sae,,,,,,,22.0,,,,description,50.0,85.0,50.0,50.0,50.0,1.0,,,,1010,1000,99.00990099,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.054243775769780615
nbyung09,,,,,,,,,,,description,50.0,50.0,15.0,15.0,15.0,1.0,,,,881,803,91.14642452,,,,,,,0.0,qualtrics,percentiles,,description,,0,0.0683663994666787
neibegafig,infj,1.0,1.0,0.0,0.0,m,24.0,,,,percentiles,93.0,81.0,73.0,46.0,35.0,,,1.0,1.0,4325,4231,97.82658959999999,,,,,,,0.0,ipip300,percentiles,,percentiles,0.0,0,0.1978336172797488
neverknow890,,,,,,f,23.0,,,,description,50.0,95.0,5.0,95.0,95.0,1.0,,,,386,381,98.70466321,,,,,,,1.0,personality assessor,percentiles,,description,1.0,1,0.9525182989078856
newfor18,,,,,,,,,,,percentiles,46.0,41.0,8.0,46.0,96.0,,,1.0,1.0,3,3,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.32056843623335585
newsjunki,entj,0.0,1.0,1.0,0.0,f,39.0,,us,california,scores,21.0,94.0,83.0,85.0,21.0,,,1.0,1.0,1516,1499,98.87862797,w,north america,us,,,1.0,1.0,understand myself,percentiles,,percentiles,1.0,1,0.9885097493068816
nightpatrolcat,,,,,,,,,,,percentiles,87.0,91.0,52.0,10.0,76.0,,1,,1.0,6,4,66.66666667,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4382892622889469
nitroos,,,,,,,,,,,percentiles,90.0,0.0,10.0,2.0,17.0,,1,,,87,80,91.95402299,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.17642141593807031
nocuddles4me,,,,,,f,36.0,,,,percentiles,34.0,69.0,41.0,3.0,92.0,,1,,,287,287,100.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,1.0,1,0.9680566105305612
not_new_name,,,,,,,,,,,percentiles,80.0,95.0,41.0,96.0,90.0,,1,,1.0,2,2,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4169096223017211
notaloop,,,,,,m,29.0,,us,texas,scores,44.0,60.0,50.0,40.0,48.0,,,1.0,0.0,4602,4416,95.95827901,sw,north america,us,,,1.0,1.0,ipip120,percentiles,,percentiles,0.0,0,0.2490414366664563
notworking6,,,,,,,,,,,percentiles,76.0,72.0,60.0,86.0,78.0,,,1.0,0.0,285,282,98.94736842,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3278665445661461
nrgstorm,,,,,,,,,,,percentiles,28.0,57.0,69.0,2.0,72.0,,1,,,183,178,97.26775956,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.24899619537722376
oOblackrabittoOo,,,,,,,,,,,description,50.0,50.0,15.0,15.0,85.0,1.0,,,,26,26,100.0,,,,,,,0.0,ipip120,percentiles,,description,,1,0.9247889514133226
okusernamed,,,,,,m,36.0,,,,percentiles,52.0,70.0,38.0,68.0,31.0,,,1.0,0.0,1178,1145,97.19864177,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.06362964559393909
ondraaaa,,,,,,,,,,,percentiles,96.0,20.0,13.0,3.0,95.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4221599110746936
onion926,,,,,,,,,,,description,50.0,85.0,15.0,15.0,85.0,1.0,,,,490,474,96.73469388,,,,,,,0.0,ipip120,percentiles,,description,,1,0.9020620665113402
ookaysee,,,,,,,,,,,percentiles,29.0,71.0,90.0,84.0,9.0,,1,,,1,1,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.4079783213476304
ottographic,,,,,,,,,,,percentiles,32.0,83.0,2.0,40.0,78.0,,1,,,218,210,96.33027523,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.15129873262286786
ourlegacy,,,,,,m,20.0,,denmark,,percentiles,18.0,11.0,1.0,5.0,50.0,,,1.0,1.0,7173,6796,94.74417956,,europe,dk,,,0.0,0.0,ipip120,percentiles,,percentiles,0.0,0,0.3217582742309317
paddywhack,intj,1.0,1.0,1.0,0.0,,,,,,scores,20.0,91.0,71.0,88.0,19.0,,,1.0,1.0,2088,2019,96.6954023,,,,,,,1.0,ipip120,percentiles,,percentiles,,0,0.004455497443199897
pallidio3,inxx,1.0,1.0,,,f,,,,,percentiles,40.0,98.0,1.0,1.0,83.0,,,1.0,0.0,2914,2832,97.18599863,,,,,,,0.0,ipip120,percentiles,,percentiles,1.0,0,0.028546825921138164
peacestream,,,,,,,,,,,percentiles,32.0,49.0,11.0,63.0,88.0,,1,,1.0,70,62,88.57142857,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.2262569216486744
pearlz176,,,,,,,,,,,percentiles,87.0,7.0,79.0,1.0,49.0,,1,,,16498,14532,88.08340405,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.037624649552440256
penitent_spark,,,,,,,,,,,percentiles,0.0,92.0,85.0,34.0,5.0,,1,,1.0,29,29,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.08956682394102193
permaculture,,,,,,,,,,,percentiles,44.0,65.0,64.0,18.0,55.0,,1,,,33219,31417,94.5753936,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.09625377950829984
peter199,,,,,,m,,,,,percentiles,99.0,74.0,17.0,29.0,99.0,,,1.0,1.0,2193,1978,90.19607843,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.016916780003448338
peterson2111,,,,,,m,20.0,,,,percentiles,60.0,98.0,90.0,1.0,99.0,,1,,1.0,590,575,97.45762712,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.015258746344817794
ph0enix_1337,,,,,,,,,,,percentiles,54.0,97.0,4.0,8.0,37.0,,1,,,40,39,97.5,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.019511895628291368
philoso-sniper,,,,,,,,,,,percentiles,0.0,75.0,49.0,47.0,76.0,,1,,1.0,33,33,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.02903677697935029
philosopher95,,,,,,,,,,,percentiles,32.0,27.0,97.0,97.0,20.0,,1,,1.0,2,2,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.27250781557753023
pikachuuuuu,,,,,,f,30.0,,us,,description,85.0,50.0,85.0,5.0,85.0,1.0,,,1.0,20721,20307,98.00202693,,north america,us,,,1.0,0.0,hexaco,percentiles,,description,1.0,1,0.9633393595506036
pinetreeteepee,,,,,,,,,,,percentiles,6.0,68.0,31.0,72.0,95.0,,1,,1.0,343,338,98.54227405,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.10707186855652392
pinkfloydchick64,,,,,,,,,,,percentiles,73.0,20.0,69.0,10.0,85.0,,1,,,2510,2384,94.98007968,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.8548865670252674
pixel_pwnage,,,,,,,,,us,,percentiles,54.0,85.0,95.0,92.0,36.0,,1,,1.0,1380,1299,94.13043478,,north america,us,,,1.0,0.0,understand myself,percentiles,,percentiles,,0,0.051216002947829214
pm_me_your_molars,entj,0.0,1.0,1.0,0.0,m,23.0,,,,percentiles,0.0,38.0,43.0,77.0,12.0,,,1.0,1.0,11706,11391,97.30907227,,,,,,,0.0,ipip300,percentiles,,percentiles,0.0,1,0.7293498377381223
pokeplun,,,,,,,,,canada,alberta,percentiles,81.0,43.0,50.0,22.0,63.0,,,1.0,1.0,1414,1174,83.02687412,cw,north america,ca,,,1.0,0.0,ipip120,percentiles,,percentiles,,0,0.012611099567732304
polskibyproxy,,,,,,,,,,,percentiles,18.0,95.0,87.0,4.0,98.0,,1,,,243,240,98.7654321,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.9987662540343156
polyglon,,,,,,,,5w6,,,percentiles,38.0,64.0,14.0,1.0,86.0,,,1.0,1.0,1191,1165,97.81696054,,,,5.0,6.0,,0.0,ipip300,percentiles,,percentiles,,0,0.2435345484887583
powerpab,,,,,,,,,,,percentiles,46.0,41.0,7.0,99.0,45.0,,,1.0,1.0,412,373,90.53398058,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.02633328541261256
ppfftt,,,,,,f,36.0,,,,percentiles,10.0,70.0,70.0,30.0,80.0,,,1.0,0.0,4164,4128,99.13544669,,,,,,,0.0,123test,percentiles,,percentiles,1.0,1,0.9921540089684704
probably_a_bitch,intj,1.0,1.0,1.0,0.0,f,27.0,,,,scores,10.0,70.0,50.0,30.0,80.0,,,1.0,0.0,5058,5007,98.99169632,,,,,,,1.0,123test,percentiles,,percentiles,1.0,1,0.9927519386211862
prstrjn,,,,,,,,,,,percentiles,39.0,94.0,13.0,80.0,84.0,,,1.0,1.0,222,213,95.94594595,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.03964330729438698
pseudomuffin,infj,1.0,1.0,0.0,0.0,f,25.0,2w3,uk,,percentiles,79.0,84.0,86.0,53.0,1.0,,,1.0,0.0,4245,4079,96.08951708,,europe,gb,2.0,3.0,1.0,0.0,ipip120,percentiles,,percentiles,1.0,1,0.9985303363211706
quiapossevidentur,,,,,,m,23.0,,,,percentiles,77.0,61.0,83.0,34.0,18.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.4887755226748507
quirked,,,,,,,,,,,percentiles,14.0,80.0,35.0,31.0,37.0,,,1.0,0.0,1007,980,97.31876862,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.07826354113213113
quiteafewfireflies,infj,1.0,1.0,0.0,0.0,f,32.0,5w4,,,description,50.0,85.0,15.0,50.0,85.0,1.0,,,,9604,9421,98.09454394,,,,5.0,4.0,,0.0,outofservice,percentiles,,description,1.0,1,0.7799580048246569
r-aze,intj,1.0,1.0,1.0,0.0,f,,,,,scores,1.0,47.0,93.0,10.0,4.0,,,1.0,1.0,136,136,100.0,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.7713353057761121
r131313,,,,,,m,,,,,scores,3.0,93.0,54.0,24.0,40.0,,,1.0,1.0,5909,5685,96.20917245,,,,,,,1.0,ipip120,percentiles,,percentiles,0.0,0,0.048465744080605055
rad5gbbr,,,,,,,,,,,percentiles,5.0,85.0,7.0,4.0,90.0,,,1.0,0.0,13,13,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.3038585756901961
rafeem,,,,,,f,31.0,,,,scores,77.0,85.0,31.0,46.0,94.0,,,1.0,0.0,10868,9901,91.10231873,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.8877474261203525
rainbowhotpocket,,,,,,m,21.0,,,,description,15.0,15.0,85.0,85.0,50.0,1.0,,,,11475,10867,94.70152505,,,,,,,0.0,ipip120,percentiles,,description,0.0,0,0.003429303865086019
random_parallel,infj,1.0,1.0,0.0,0.0,,33.0,4w5,,,percentiles,57.0,65.0,17.0,12.0,71.0,,,1.0,0.0,133,133,100.0,,,,4.0,5.0,,0.0,outofservice,percentiles,,percentiles,,0,0.2259141774272193
rara_rain,,,,,,,,,,,percentiles,61.0,78.0,13.0,72.0,87.0,,1,,1.0,13,13,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,1,0.8415340480540382
rationality404error,,,,,,f,,,,,percentiles,32.0,80.0,21.0,82.0,59.0,,1,,1.0,1537,1513,98.43851659,,,,,,,1.0,understand myself,percentiles,,percentiles,1.0,0,0.15544989501121054
realsyberg,,,,,,,,,,,scores,67.5,92.5,52.5,52.5,35.0,,,1.0,0.0,5641,4812,85.30402411,,,,,,,1.0,outofservice,percentiles,,percentiles,,0,0.11449027917492224
rectiddly,intp,1.0,1.0,1.0,1.0,,,,,,percentiles,2.0,61.0,3.0,14.0,9.0,,1,,1.0,97,95,97.93814433,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.049372408150208026
recursive_logic,intj,1.0,1.0,1.0,0.0,,,,,,percentiles,10.0,70.0,58.0,4.0,43.0,,,1.0,0.0,164,159,96.95121951,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.2528292317940314
regrettablenamehere,intp,1.0,1.0,1.0,1.0,m,,,,,percentiles,26.0,78.0,1.0,4.0,21.0,,,1.0,0.0,10247,8411,82.08256075,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.14174294204544158
revenantwolf,,,,,,,,,,,percentiles,7.0,96.0,96.0,19.0,34.0,,,1.0,0.0,540,520,96.2962963,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.008855107369376641
rijoja,,,,,,,,,,,scores,9.0,78.0,3.0,68.0,66.0,,,1.0,0.0,1716,1579,92.01631702,,,,,,,1.0,ipip120,percentiles,,percentiles,,0,0.007898752219100047
rimlarimla,,,,,,,,,,,scores,50.0,75.0,96.0,94.0,2.0,,,1.0,1.0,12,9,75.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.16620271955141985
rohmer9,,,,,,,,,,,scores,37.0,37.0,40.0,10.0,78.0,,,1.0,1.0,109,109,100.0,,,,,,,1.0,ipip300,percentiles,,percentiles,,0,0.025625377784636437
ron_krugman,,,,,,,,,,,description,30.0,70.0,50.0,15.0,70.0,1.0,,,,1288,1252,97.20496894,,,,,,,1.0,understand myself,percentiles,,description,,0,0.0016307876969379796
ronaldtrip,intp,1.0,1.0,1.0,1.0,m,42.0,,,,scores,30.0,31.0,21.0,17.0,17.0,,,1.0,0.0,10145,10050,99.06357812,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.08249115893157706
rynomad,,,,,,,,,,,percentiles,61.0,98.0,1.0,40.0,26.0,,1,,1.0,60,60,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.052433145498375335
s_altz,,,,,,,,,,,description,15.0,15.0,50.0,15.0,85.0,1.0,,,,32,32,100.0,,,,,,,1.0,ipip120,percentiles,,description,,1,0.5073414808424029
safvs,,,,,,,,,,,percentiles,0.0,71.0,66.0,75.0,10.0,,1,,1.0,25,25,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,1,0.5679696880172849
sarahmitchell1998,,,,,,,,,,,description,50.0,15.0,85.0,50.0,15.0,1.0,,,,76,75,98.68421053,,,,,,,1.0,ipip120,percentiles,,description,,0,0.3214973715445164
savocado,,,,,,m,21.0,,,,percentiles,17.0,9.0,35.0,25.0,84.0,,1,,1.0,4213,3950,93.75741752,,,,,,,1.0,understand myself,percentiles,,percentiles,0.0,0,0.015783617298457012
sdh59,,,,,,,,,us,,percentiles,50.0,90.0,50.0,10.0,80.0,,,1.0,0.0,1121,1076,95.98572703,,north america,us,,,1.0,0.0,123test,percentiles,,percentiles,,1,0.9598160792057858
sekazi,,,,,,,,,,,percentiles,67.0,12.0,32.0,2.0,61.0,,1,,,7147,7112,99.51028404,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.005868034826778965
sheepsneck,,,,,,,,,,,percentiles,0.0,94.0,85.0,53.0,76.0,,1,,1.0,19,19,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.0936282520247758
shihubsky,,,,,,,,,,,percentiles,26.0,95.0,5.0,69.0,95.0,,,1.0,1.0,3,3,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.2051469557610709
shitlord-alpha,,,,,,m,34.0,,,,percentiles,25.0,95.0,30.0,35.0,75.0,,,1.0,1.0,1299,1284,98.84526559,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.07722278649100177
showholes,,,,,,,,,canada,ontario,percentiles,9.0,92.0,0.0,84.0,61.0,,1,,,390,374,95.8974359,ce,north america,ca,,,1.0,0.0,understand myself,percentiles,,percentiles,,0,0.018997223478082977
shuuzy,,,,,,,,,,,percentiles,93.0,9.0,6.0,3.0,31.0,,1,,,14,14,100.0,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.09635993552998176
sir_deadlock,,,,,,,,,,,description,15.0,85.0,15.0,50.0,85.0,1.0,,,1.0,4899,4801,97.99959175,,,,,,,1.0,ipip120,percentiles,,description,,0,0.1062517522419488
sircatherine,,,,,,f,,,,,percentiles,96.0,91.0,23.0,43.0,56.0,,1,,1.0,385,376,97.66233766,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,1,0.635841943768945
skullphilosophy,intp,1.0,1.0,1.0,1.0,f,,5w4,,,percentiles,31.0,95.0,21.0,1.0,86.0,,,1.0,0.0,1055,966,91.56398104,,,,5.0,4.0,,0.0,ipip120,percentiles,,percentiles,1.0,0,0.0930101955830129
slayerOfDangerNoodle,,,,,,,24.0,,,,description,85.0,85.0,85.0,50.0,95.0,1.0,1,,,936,909,97.11538462,,,,,,,0.0,understand myself,percentiles,,description,,0,0.08534772129258904
sloanelyatthetop,,,,,,,,,,,percentiles,90.0,57.0,27.0,42.0,26.0,,1,,,21,18,85.71428571,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.8966474590865059
smellen_,,,,,,,,,,,percentiles,61.0,68.0,1.0,0.0,88.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.5569404022343909
snufflehum,,,,,,,,,,,scores,61.0,98.0,90.0,10.0,11.0,,,1.0,1.0,1,1,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.31371173314838685
snx1337,,,,,,,,,germany,,percentiles,80.0,37.0,1.0,66.0,34.0,,1,,1.0,317,278,87.69716088,,europe,de,,,0.0,0.0,understand myself,percentiles,,percentiles,,0,0.12690255358114513
solomar15,,,,,,,,,,,scores,89.0,99.0,17.0,36.0,22.0,,,1.0,1.0,300,290,96.66666667,,,,,,,1.0,ipip300,percentiles,,percentiles,,0,0.016055552680465355
soturf,intj,1.0,1.0,1.0,0.0,f,,,,,percentiles,21.0,58.0,93.0,16.0,13.0,,,1.0,1.0,1332,1179,88.51351351,,,,,,,0.0,ipip300,percentiles,,percentiles,1.0,0,0.2170624232420996
spamdown,,,,,,,,,,,percentiles,13.0,41.0,17.0,28.0,90.0,,1,,1.0,476,412,86.55462185,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.19380079670310396
sparklingwaterblub,,,,,,,,,,,percentiles,13.0,6.0,2.0,0.0,98.0,,1,,1.0,23,23,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.4756626646223308
sporkfood,,,,,,f,33.0,,canada,saskatchewan,scores,50.0,50.0,30.0,43.0,32.0,,,1.0,0.0,1630,1600,98.1595092,cw,north america,ca,,,1.0,1.0,ipip120,percentiles,,percentiles,1.0,1,0.8533984757377253
sprankinator,,,,,,,,,australia,,percentiles,47.0,5.0,79.0,26.0,99.0,,1,,,485,399,82.26804124,,oceania,au,,,1.0,0.0,personality assessor,percentiles,,percentiles,,1,0.7926430572641239
srarman,,,,,,,,,,,percentiles,95.0,97.0,78.0,6.0,88.0,,1,,1.0,452,318,70.3539823,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.08376572815181235
srassy,,,,,,,25.0,,new zealand,,description,15.0,85.0,15.0,85.0,85.0,1.0,1,,,86,85,98.8372093,,oceania,nz,,,1.0,0.0,ipip120,percentiles,,description,,0,0.3671057135563645
st_jam2,,,,,,,,,,,percentiles,35.0,13.0,35.0,72.0,84.0,,1,,1.0,1,1,100.0,,,,,,,1.0,understand myself,percentiles,,percentiles,,1,0.5116326971436669
staaamos,,,,,,,34.0,,us,,scores,44.0,83.0,40.0,58.0,58.0,,,1.0,0.0,20800,19348,93.01923077,,north america,us,,,1.0,1.0,ipip120,percentiles,,percentiles,,0,0.3537985022717983
stairwell_chili,,,,,,,,,,,percentiles,57.0,97.0,56.0,94.0,99.0,,,1.0,1.0,137,136,99.27007299,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.16398082108359394
stelladeli,infp,1.0,1.0,0.0,1.0,,22.0,9w1,,,percentiles,79.0,97.0,10.0,45.0,62.0,,,1.0,0.0,538,514,95.53903346,,,,9.0,1.0,,0.0,ipip120,percentiles,,percentiles,,0,0.28143988008502874
stormLP,,,,,,,27.0,,canada,,scores,72.5,85.0,65.0,95.0,87.5,,,1.0,0.0,4987,4454,89.31221175,,north america,ca,,,1.0,1.0,understand myself,percentiles,,percentiles,,0,0.013725387174277015
streamenterer,,,,,,,,,,,description,85.0,85.0,50.0,50.0,5.0,1.0,,,,161,160,99.37888199,,,,,,,0.0,understand myself,percentiles,,description,,0,0.07040655086507543
sublime_warthog,intp,1.0,1.0,1.0,1.0,,28.0,,,,percentiles,11.0,50.0,10.0,4.0,61.0,,1,,,394,278,70.55837563,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.7465199757204563
surupamaerl,,,,,,,,,,,percentiles,0.0,91.0,8.0,25.0,26.0,,1,,1.0,49,49,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.13711380820960278
swampcatz,,,,,,f,,,,,scores,54.0,77.0,52.0,54.0,60.0,,,1.0,0.0,3984,3594,90.21084337,,,,,,,1.0,ipip120,percentiles,,percentiles,1.0,1,0.9696205101631556
sweaterbrau,,,,,,f,,,,,percentiles,10.0,84.0,94.0,18.0,66.0,,,1.0,0.0,921,889,96.52551574,,,,,,,0.0,outofservice,percentiles,,percentiles,1.0,1,0.9938642757205792
tacosinmypocket,,,,,,,19.0,,,,percentiles,15.0,13.0,20.0,20.0,80.0,,,1.0,0.0,216,205,94.90740741,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.4183897341330968
taobm,,,,,,f,25.0,,,,percentiles,29.0,80.0,35.0,88.0,74.0,,1,,1.0,2,2,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,1.0,0,0.3112923871102455
taturanamanana,,,,,,m,20.0,,,,description,15.0,70.0,5.0,5.0,70.0,1.0,,,1.0,4,4,100.0,,,,,,,1.0,understand myself,percentiles,,description,0.0,0,0.3439455906181281
tbone28,,,,,,,45.0,,,,percentiles,85.0,57.0,56.0,47.0,53.0,,1,,1.0,1507,1463,97.08029197,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.03807401234663081
teamasterdong,,,,,,,,,,,percentiles,17.0,71.0,31.0,34.0,24.0,,1,,1.0,174,168,96.55172414,,,,,,,0.0,understand myself,percentiles,,percentiles,,1,0.6328521457244649
thatlur,intp,1.0,1.0,1.0,1.0,,,,,,percentiles,83.0,69.0,27.0,39.0,8.0,,,1.0,1.0,4454,4357,97.82218231,,,,,,,0.0,ipip300,percentiles,,percentiles,,0,0.014723967330367675
thatwhichshinesforth,,,,,,m,24.0,,,,percentiles,87.0,91.0,0.0,4.0,93.0,,1,,1.0,29,29,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.33121764169957474
the_depth_of_self,,,,,,,,,,,percentiles,15.0,68.0,66.0,37.0,36.0,,1,,1.0,689,630,91.43686502,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.04364376287640255
thechattyshow,,,,,,m,27.0,,,,percentiles,77.0,67.0,38.0,41.0,83.0,,,1.0,1.0,5714,4408,77.14385719,,,,,,,0.0,ipip120,percentiles,,percentiles,0.0,0,0.05194523408961817
theedgeofcool,,,,,,,,,,,percentiles,54.0,95.0,32.0,8.0,77.0,,1,,,1882,1816,96.49309245,,,,,,,0.0,personality assessor,percentiles,,percentiles,,1,0.9796711132763622
thefiendman,,,,,,,,,,,percentiles,57.0,1.0,83.0,10.0,44.0,,1,,,89,76,85.39325843,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.07044928848800372
thenicknash,,,,,,,,,,,scores,43.0,71.0,78.0,80.0,2.0,,,1.0,1.0,146,136,93.15068493,,,,,,,1.0,understand myself,percentiles,,percentiles,,0,0.020737404848496517
theonecalledcaroline,enfp,0.0,1.0,0.0,1.0,,,,,,percentiles,71.0,80.0,2.0,91.0,91.0,,1,,,76,75,98.68421053,,,,,,,1.0,personality assessor,percentiles,,percentiles,,1,0.8080812440379893
thepathofreason,,,,,,m,27.0,,,,percentiles,35.0,85.0,35.0,66.0,6.0,,1,,1.0,1,1,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.4868809329273666
thesaucegod,,,,,,,,,,,percentiles,0.0,93.0,3.0,3.0,3.0,,1,,1.0,6,6,100.0,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.10370508176401104
thestoebz,intj,1.0,1.0,1.0,0.0,,,,,,percentiles,35.0,87.0,56.0,40.0,47.0,,1,,1.0,634,603,95.11041009,,,,,,,0.0,understand myself,percentiles,,percentiles,,0,0.0244622172801716
thingsthingsthings,enfp,0.0,1.0,0.0,1.0,,33.0,,,,description,50.0,85.0,15.0,50.0,85.0,1.0,,,,2488,2438,97.9903537,,,,,,,1.0,qualtrics,percentiles,,description,,1,0.9788498674434124
thisisme201413,,,,,,,,,,,percentiles,4.0,57.0,57.0,11.0,91.0,,1,,,767,740,96.47979140000001,,,,,,,0.0,personality assessor,percentiles,,percentiles,,0,0.2093530101079678
thisisntatestaccount,,,,,,,,,,,percentiles,98.0,94.0,96.0,47.0,70.0,,,1.0,0.0,63,62,98.41269841,,,,,,,0.0,ipip120,percentiles,,percentiles,,0,0.01283414965886773
tman37,,,,,,m,39.0,,,,percentiles,23.0,34.0,6.0,50.0,31.0,,,1.0,1.0,3934,3910,99.38993391,,,,,,,0.0,understand myself,percentiles,,percentiles,0.0,0,0.03196005970088231
to_neverwhere,,,,,,f,32.0,,canada,ontario,scores,39.0,47.0,42.0,17.0,45.0,,,1.0,0.0,1726,1720,99.65237543,ce,north america,ca,,,1.0,1.0,ipip120,percentiles,,percentiles,1.0,1,0.990724647300656
tricupcake,,,,,,f,42.0,,,,percentiles,10.0,70.0,30.0,20.0,50.0,,,1.0,0.0,766,730,95.30026109999999,,,,,,,0.0,123test,percentiles,,percentiles,1.0,1,0.9161700518209548
ubercynic,,,,,,,,,,,percentiles,57.0,35.0,69.0,4.0,18.0,,,1.0,0.0,395,377,95.44303797,,,,,,,0.0,outofservice,percentiles,,percentiles,,0,0.10307480003408903
